sk_rendimiento,fk_tiempo,fk_temporada,fk_equipo,fk_rival,es_local,goles_favor,goles_contra,tiros,tiros_puerta,corners,faltas,amarillas,rojas,resultado,xg_partido,xga_partido,source_id,load_timestamp
3063,175,5,16,14,1,5,2,18,5,5,7,0,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712535
3064,175,5,14,16,0,2,5,11,3,4,9,5,0,D,1.5994736842105264,1.414736842105263,F1_laliga,2026-05-22 10:28:50.712549
3065,176,5,16,8,1,2,1,15,4,2,7,1,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712636
3066,176,5,8,16,0,1,2,11,7,6,8,1,0,D,1.4507894736842106,1.4205263157894736,F1_laliga,2026-05-22 10:28:50.712651
3067,177,5,16,12,1,2,0,9,3,8,12,3,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712709
3068,177,5,12,16,0,0,2,10,2,3,16,3,0,D,1.041842105263158,1.5213157894736842,F1_laliga,2026-05-22 10:28:50.712722
3069,178,5,16,1,1,2,1,12,5,2,9,1,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712779
3070,178,5,1,16,0,1,2,11,6,3,6,2,0,D,1.0926315789473684,1.894736842105263,F1_laliga,2026-05-22 10:28:50.712793
3071,179,5,16,5,1,0,0,12,6,5,10,1,0,d,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712849
3072,179,5,5,16,0,0,0,7,4,3,9,1,2,D,1.1597368421052632,1.6168421052631579,F1_laliga,2026-05-22 10:28:50.712887
3073,180,5,16,9,1,2,0,10,8,5,11,1,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.712956
3074,180,5,9,16,0,0,2,18,4,5,13,2,0,D,0.9805263157894736,1.6947368421052633,F1_laliga,2026-05-22 10:28:50.712971
3075,181,5,16,10,1,2,3,10,2,4,13,2,0,h,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.713028
3076,181,5,10,16,0,3,2,11,7,8,18,3,0,D,1.1321052631578947,1.6323684210526317,F1_laliga,2026-05-22 10:28:50.713042
3077,182,5,16,11,1,1,2,11,4,2,19,4,0,a,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.713097
3078,182,5,11,16,0,2,1,5,0,8,15,1,0,D,1.2015789473684209,1.5589473684210526,F1_laliga,2026-05-22 10:28:50.713111
3079,183,5,4,16,1,1,1,9,3,8,11,0,0,d,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713165
3080,183,5,16,4,0,1,1,8,2,6,8,2,0,D,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.713178
3081,184,5,4,3,1,0,3,10,8,4,8,1,0,a,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713233
3082,184,5,3,4,0,3,0,12,8,0,5,2,0,D,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.713281
3083,185,5,4,18,1,2,0,11,4,3,12,2,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713351
3084,185,5,18,4,0,0,2,4,1,5,14,1,1,D,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.713365
3085,186,5,4,17,1,3,0,12,3,3,10,1,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713422
3086,186,5,17,4,0,0,3,8,3,4,7,0,0,D,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.713435
3087,187,5,4,20,1,2,2,11,4,8,18,3,0,a,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713529
3088,187,5,20,4,0,2,2,16,2,6,10,4,0,D,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.713543
3089,188,5,4,2,1,0,0,21,6,5,11,2,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713632
3090,188,5,2,4,0,0,0,5,4,1,10,4,0,D,1.6063157894736841,1.2528947368421053,F1_laliga,2026-05-22 10:28:50.713647
3091,189,5,4,19,1,0,2,15,5,5,13,3,1,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713707
3092,189,5,19,4,0,2,0,11,3,5,14,5,0,D,1.7289473684210528,1.069736842105263,F1_laliga,2026-05-22 10:28:50.713746
3093,190,5,4,15,1,0,1,12,4,8,16,2,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713815
3094,190,5,15,4,0,1,0,11,2,6,13,2,0,D,1.5723684210526316,1.450263157894737,F1_laliga,2026-05-22 10:28:50.713829
3095,191,5,4,13,1,0,3,19,6,6,7,2,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713906
3096,191,5,13,4,0,3,0,10,4,1,11,2,0,D,1.6410526315789473,1.3692105263157894,F1_laliga,2026-05-22 10:28:50.713925
3097,192,5,4,6,1,1,0,18,9,4,13,2,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.713985
3098,192,5,6,4,0,0,1,9,5,2,8,1,0,D,1.1678947368421053,1.336578947368421,F1_laliga,2026-05-22 10:28:50.713998
3099,193,5,4,7,1,1,0,10,4,8,14,1,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714115
3100,193,5,7,4,0,0,1,8,1,6,17,2,0,D,1.644736842105263,1.1352631578947368,F1_laliga,2026-05-22 10:28:50.714130
3101,194,5,4,14,1,1,1,13,5,4,8,2,0,d,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714188
3102,194,5,14,4,0,1,1,11,2,7,15,4,0,D,1.5994736842105264,1.414736842105263,F1_laliga,2026-05-22 10:28:50.714234
3103,195,5,4,8,1,2,0,12,2,7,7,3,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714315
3104,195,5,8,4,0,0,2,11,3,6,12,1,0,D,1.4507894736842106,1.4205263157894736,F1_laliga,2026-05-22 10:28:50.714339
3105,196,5,4,12,1,0,0,12,2,10,11,1,0,d,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714419
3106,196,5,12,4,0,0,0,17,4,3,15,2,0,D,1.041842105263158,1.5213157894736842,F1_laliga,2026-05-22 10:28:50.714432
3107,197,5,4,1,1,4,1,11,10,6,13,1,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714526
3108,197,5,1,4,0,1,4,8,4,10,10,6,0,D,1.0926315789473684,1.894736842105263,F1_laliga,2026-05-22 10:28:50.714540
3109,198,5,4,5,1,1,1,16,5,6,10,3,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714636
3110,198,5,5,4,0,1,1,10,4,6,10,1,0,D,1.1597368421052632,1.6168421052631579,F1_laliga,2026-05-22 10:28:50.714651
3111,199,5,4,9,1,1,1,13,2,7,10,1,0,d,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714712
3112,199,5,9,4,0,1,1,6,2,7,15,4,0,D,0.9805263157894736,1.6947368421052633,F1_laliga,2026-05-22 10:28:50.714750
3113,200,5,4,10,1,2,0,7,3,3,15,2,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714818
3114,200,5,10,4,0,0,2,10,5,1,11,2,0,D,1.1321052631578947,1.6323684210526317,F1_laliga,2026-05-22 10:28:50.714832
3115,201,5,4,11,1,1,0,11,6,4,10,2,0,h,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.714888
3116,201,5,11,4,0,0,1,9,5,5,16,2,0,D,1.2015789473684209,1.5589473684210526,F1_laliga,2026-05-22 10:28:50.714901
3117,202,5,3,16,1,3,2,13,4,8,15,1,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.714957
3118,202,5,16,3,0,2,3,14,6,4,13,1,0,D,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.714970
3119,203,5,3,4,1,3,0,11,9,4,14,3,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715025
3120,203,5,4,3,0,0,3,6,5,9,18,4,1,D,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.715038
3121,204,5,3,18,1,0,0,20,9,2,11,3,0,d,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715094
3122,204,5,18,3,0,0,0,9,2,6,17,2,0,D,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.715131
3123,164,5,3,17,1,3,1,14,2,5,15,3,1,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715226
3124,164,5,17,3,0,1,3,7,6,3,20,1,0,D,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.715241
3125,165,5,3,20,1,3,1,13,6,10,11,1,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715308
3126,165,5,20,3,0,1,3,11,4,6,11,4,1,D,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.715322
3127,166,5,3,2,1,1,1,11,4,5,11,2,0,d,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715381
3128,166,5,2,3,0,1,1,5,6,5,6,1,0,D,1.6063157894736841,1.2528947368421053,F1_laliga,2026-05-22 10:28:50.715396
3129,167,5,3,19,1,2,0,10,4,5,11,1,0,a,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715481
3130,167,5,19,3,0,0,2,10,4,6,10,0,0,D,1.7289473684210528,1.069736842105263,F1_laliga,2026-05-22 10:28:50.715496
3131,168,5,3,15,1,4,4,20,4,5,20,3,0,d,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715587
3132,168,5,15,3,0,4,4,13,6,3,9,1,0,D,1.5723684210526316,1.450263157894737,F1_laliga,2026-05-22 10:28:50.715629
3133,169,5,3,13,1,2,1,15,6,4,15,2,0,a,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715699
3134,169,5,13,3,0,1,2,13,8,5,13,3,0,D,1.6410526315789473,1.3692105263157894,F1_laliga,2026-05-22 10:28:50.715712
3135,170,5,3,6,1,1,1,12,2,2,12,0,0,d,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715769
3136,170,5,6,3,0,1,1,9,5,1,11,3,0,D,1.1678947368421053,1.336578947368421,F1_laliga,2026-05-22 10:28:50.715783
3137,171,5,3,7,1,0,2,14,4,6,12,3,0,a,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715838
3138,171,5,7,3,0,2,0,10,3,1,13,4,0,D,1.644736842105263,1.1352631578947368,F1_laliga,2026-05-22 10:28:50.715852
3139,172,5,3,14,1,1,1,11,3,5,10,2,0,d,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715906
3140,172,5,14,3,0,1,1,5,3,4,11,1,0,D,1.5994736842105264,1.414736842105263,F1_laliga,2026-05-22 10:28:50.715920
3141,173,5,3,8,1,3,0,14,6,6,13,1,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.715975
3142,173,5,8,3,0,0,3,7,4,6,14,3,0,D,1.4507894736842106,1.4205263157894736,F1_laliga,2026-05-22 10:28:50.716013
3143,174,5,3,12,1,3,1,14,5,8,9,7,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.716080
3144,174,5,12,3,0,1,3,8,6,4,8,7,0,D,1.041842105263158,1.5213157894736842,F1_laliga,2026-05-22 10:28:50.716094
3145,175,5,3,1,1,1,2,17,2,5,10,3,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.716151
3146,175,5,1,3,0,2,1,7,4,6,18,1,0,D,1.0926315789473684,1.894736842105263,F1_laliga,2026-05-22 10:28:50.716165
3147,176,5,3,5,1,3,3,12,7,2,13,2,1,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.716221
3148,176,5,5,3,0,3,3,14,3,4,15,3,0,D,1.1597368421052632,1.6168421052631579,F1_laliga,2026-05-22 10:28:50.716234
3149,177,5,3,9,1,0,2,15,4,5,12,1,0,a,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.716297
3150,177,5,9,3,0,2,0,7,1,4,3,1,0,D,0.9805263157894736,1.6947368421052633,F1_laliga,2026-05-22 10:28:50.716312
3151,178,5,3,10,1,2,0,19,4,6,14,1,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.716370
3152,178,5,10,3,0,0,2,9,3,2,10,5,0,D,1.1321052631578947,1.6323684210526317,F1_laliga,2026-05-22 10:28:50.716410
3153,179,5,3,11,1,2,2,14,2,5,12,1,0,h,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.716478
3154,179,5,11,3,0,2,2,6,7,7,12,3,1,D,1.2015789473684209,1.5589473684210526,F1_laliga,2026-05-22 10:28:50.716492
3155,180,5,18,16,1,3,2,13,7,9,12,2,0,h,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.716548
3156,180,5,16,18,0,2,3,8,4,2,9,0,0,D,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.716583
3157,181,5,18,4,1,1,1,14,0,5,8,3,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.716651
3158,181,5,4,18,0,1,1,10,4,4,12,1,0,D,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.716666
3159,182,5,18,3,1,2,2,9,4,6,11,1,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.716759
3160,182,5,3,18,0,2,2,8,5,9,10,3,0,D,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.716774
3161,183,5,18,17,1,2,2,12,3,11,10,2,1,a,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.716835
3162,183,5,17,18,0,2,2,12,4,3,15,2,0,D,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.716875
3163,184,5,18,20,1,2,0,8,3,2,18,2,0,h,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.716944
3164,184,5,20,18,0,0,2,11,0,1,17,1,0,D,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.716957
3165,185,5,18,2,1,1,2,16,4,3,7,3,0,h,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717014
3166,185,5,2,18,0,2,1,8,6,5,12,2,2,D,1.6063157894736841,1.2528947368421053,F1_laliga,2026-05-22 10:28:50.717027
3167,186,5,18,19,1,1,1,12,8,5,14,3,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717082
3168,186,5,19,18,0,1,1,7,5,4,8,2,0,D,1.7289473684210528,1.069736842105263,F1_laliga,2026-05-22 10:28:50.717137
3169,187,5,18,15,1,1,1,14,3,6,10,2,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717208
3170,187,5,15,18,0,1,1,9,3,0,13,2,0,D,1.5723684210526316,1.450263157894737,F1_laliga,2026-05-22 10:28:50.717222
3171,188,5,18,13,1,3,0,9,10,5,10,2,1,h,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717286
3172,188,5,13,18,0,0,3,9,4,2,11,7,0,D,1.6410526315789473,1.3692105263157894,F1_laliga,2026-05-22 10:28:50.717328
3173,189,5,18,6,1,1,1,14,3,2,18,0,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717398
3174,189,5,6,18,0,1,1,12,3,3,13,3,0,D,1.1678947368421053,1.336578947368421,F1_laliga,2026-05-22 10:28:50.717413
3175,190,5,18,7,1,1,0,15,4,5,15,4,0,a,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717469
3176,190,5,7,18,0,0,1,10,6,7,9,1,0,D,1.644736842105263,1.1352631578947368,F1_laliga,2026-05-22 10:28:50.717483
3177,191,5,18,14,1,0,0,13,3,5,13,2,0,a,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717537
3178,191,5,14,18,0,0,0,6,0,2,13,4,0,D,1.5994736842105264,1.414736842105263,F1_laliga,2026-05-22 10:28:50.717550
3179,192,5,18,8,1,5,2,14,3,2,19,0,0,a,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717639
3180,192,5,8,18,0,2,5,12,7,3,7,2,0,D,1.4507894736842106,1.4205263157894736,F1_laliga,2026-05-22 10:28:50.717654
3181,193,5,18,12,1,0,0,12,7,7,10,0,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717714
3182,193,5,12,18,0,0,0,10,6,2,3,1,0,D,1.041842105263158,1.5213157894736842,F1_laliga,2026-05-22 10:28:50.717753
3183,194,5,18,1,1,0,0,12,7,3,10,1,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717821
3184,194,5,1,18,0,0,0,7,5,2,11,0,0,D,1.0926315789473684,1.894736842105263,F1_laliga,2026-05-22 10:28:50.717834
3185,195,5,18,5,1,3,1,13,4,3,7,2,0,h,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717890
3186,195,5,5,18,0,1,3,10,3,4,13,0,0,D,1.1597368421052632,1.6168421052631579,F1_laliga,2026-05-22 10:28:50.717904
3187,196,5,18,9,1,4,0,11,4,6,19,2,0,h,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.717994
3188,196,5,9,18,0,0,4,7,7,6,11,0,1,D,0.9805263157894736,1.6947368421052633,F1_laliga,2026-05-22 10:28:50.718009
3189,197,5,18,10,1,0,0,16,4,5,8,2,0,d,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.718069
3190,197,5,10,18,0,0,0,13,2,5,10,2,0,D,1.1321052631578947,1.6323684210526317,F1_laliga,2026-05-22 10:28:50.718083
3191,198,5,18,11,1,3,1,10,3,5,8,5,0,h,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.718139
3192,198,5,11,18,0,1,3,8,3,2,15,0,0,D,1.2015789473684209,1.5589473684210526,F1_laliga,2026-05-22 10:28:50.718182
3193,199,5,17,16,1,1,1,14,6,4,7,4,0,d,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718254
3194,199,5,16,17,0,1,1,9,3,3,12,1,0,D,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.718268
3195,200,5,17,4,1,3,1,21,3,3,12,1,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718336
3196,200,5,4,17,0,1,3,8,6,6,11,4,0,D,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.718351
3197,201,5,17,3,1,1,1,10,4,5,13,2,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718408
3198,201,5,3,17,0,1,1,13,3,2,13,3,0,D,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.718422
3199,202,5,17,18,1,4,0,11,3,4,17,0,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718478
3200,202,5,18,17,0,0,4,3,2,4,12,3,0,D,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.718491
3201,203,5,17,20,1,0,0,8,7,4,18,5,0,d,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718547
3202,203,5,20,17,0,0,0,7,4,1,8,1,0,D,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.718606
3203,204,5,17,2,1,1,1,14,6,3,12,2,0,d,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718675
3204,204,5,2,17,0,1,1,8,3,2,11,4,1,D,1.6063157894736841,1.2528947368421053,F1_laliga,2026-05-22 10:28:50.718689
3205,164,5,17,19,1,3,1,13,2,4,9,0,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718746
3206,164,5,19,17,0,1,3,13,5,6,14,2,0,D,1.7289473684210528,1.069736842105263,F1_laliga,2026-05-22 10:28:50.718760
3207,165,5,17,15,1,0,1,9,4,4,9,0,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718816
3208,165,5,15,17,0,1,0,6,6,6,15,3,0,D,1.5723684210526316,1.450263157894737,F1_laliga,2026-05-22 10:28:50.718830
3209,166,5,17,13,1,0,2,12,5,4,13,2,0,a,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718886
3210,166,5,13,17,0,2,0,5,5,5,14,1,0,D,1.6410526315789473,1.3692105263157894,F1_laliga,2026-05-22 10:28:50.718899
3211,167,5,17,6,1,3,1,8,5,7,6,4,0,a,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.718989
3212,167,5,6,17,0,1,3,10,3,4,10,1,0,D,1.1678947368421053,1.336578947368421,F1_laliga,2026-05-22 10:28:50.719031
3213,168,5,17,7,1,1,1,8,7,4,16,2,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719123
3214,168,5,7,17,0,1,1,8,8,2,11,0,0,D,1.644736842105263,1.1352631578947368,F1_laliga,2026-05-22 10:28:50.719138
3215,169,5,17,14,1,4,2,13,7,11,10,3,1,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719196
3216,169,5,14,17,0,2,4,9,6,1,11,4,0,D,1.5994736842105264,1.414736842105263,F1_laliga,2026-05-22 10:28:50.719209
3217,170,5,17,8,1,2,0,10,7,7,11,1,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719265
3218,170,5,8,17,0,0,2,13,2,7,5,7,0,D,1.4507894736842106,1.4205263157894736,F1_laliga,2026-05-22 10:28:50.719284
3219,171,5,17,12,1,2,0,12,5,8,8,0,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719344
3220,171,5,12,17,0,0,2,9,2,1,15,0,0,D,1.041842105263158,1.5213157894736842,F1_laliga,2026-05-22 10:28:50.719358
3221,172,5,17,1,1,0,5,15,12,4,16,1,0,a,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719413
3222,172,5,1,17,0,5,0,15,7,5,15,0,0,D,1.0926315789473684,1.894736842105263,F1_laliga,2026-05-22 10:28:50.719473
3223,173,5,17,5,1,1,2,19,1,7,6,1,1,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719543
3224,173,5,5,17,0,2,1,7,5,4,13,2,0,D,1.1597368421052632,1.6168421052631579,F1_laliga,2026-05-22 10:28:50.719579
3225,174,5,17,9,1,3,1,12,9,6,12,1,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719648
3226,174,5,9,17,0,1,3,8,6,3,8,2,0,D,0.9805263157894736,1.6947368421052633,F1_laliga,2026-05-22 10:28:50.719662
3227,175,5,17,10,1,2,1,15,4,8,11,3,0,h,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719720
3228,175,5,10,17,0,1,2,11,4,8,15,0,0,D,1.1321052631578947,1.6323684210526317,F1_laliga,2026-05-22 10:28:50.719734
3229,176,5,17,11,1,0,0,10,2,6,8,2,0,a,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.719788
3230,176,5,11,17,0,0,0,16,4,3,9,1,0,D,1.2015789473684209,1.5589473684210526,F1_laliga,2026-05-22 10:28:50.719802
3231,177,5,20,16,1,0,0,5,10,10,15,1,0,d,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.719856
3232,177,5,16,20,0,0,0,10,4,6,12,0,1,D,2.1194736842105266,1.0357894736842106,F1_laliga,2026-05-22 10:28:50.719897
3233,178,5,20,4,1,0,0,11,2,6,9,2,0,a,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.719965
3234,178,5,4,20,0,0,0,6,5,5,15,0,0,D,1.9928947368421053,0.9249999999999999,F1_laliga,2026-05-22 10:28:50.719979
3235,179,5,20,3,1,4,2,15,10,6,7,1,0,h,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720036
3236,179,5,3,20,0,2,4,11,3,9,11,0,1,D,1.963684210526316,0.71,F1_laliga,2026-05-22 10:28:50.720049
3237,180,5,20,18,1,0,1,11,2,6,13,5,0,h,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720104
3238,180,5,18,20,0,1,0,10,5,3,12,2,0,D,2.0526315789473686,0.77,F1_laliga,2026-05-22 10:28:50.720117
3239,181,5,20,17,1,0,1,18,10,5,10,3,0,a,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720205
3240,181,5,17,20,0,1,0,11,4,1,14,1,0,D,2.1294736842105264,1.0363157894736843,F1_laliga,2026-05-22 10:28:50.720229
3241,182,5,20,2,1,1,1,7,9,4,15,2,0,h,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720303
3242,182,5,2,20,0,1,1,10,2,4,12,1,0,D,1.6063157894736841,1.2528947368421053,F1_laliga,2026-05-22 10:28:50.720344
3243,183,5,20,19,1,0,0,11,10,6,12,2,0,d,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720413
3244,183,5,19,20,0,0,0,14,7,4,8,1,0,D,1.7289473684210528,1.069736842105263,F1_laliga,2026-05-22 10:28:50.720427
3245,184,5,20,15,1,1,2,13,3,5,10,4,0,a,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720483
3246,184,5,15,20,0,2,1,18,1,4,15,1,0,D,1.5723684210526316,1.450263157894737,F1_laliga,2026-05-22 10:28:50.720496
3247,185,5,20,13,1,0,0,12,0,6,12,3,0,d,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720568
3248,185,5,13,20,0,0,0,13,0,6,8,3,0,D,1.6410526315789473,1.3692105263157894,F1_laliga,2026-05-22 10:28:50.720588
3249,186,5,20,6,1,0,0,14,5,6,14,3,0,d,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720654
3250,186,5,6,20,0,0,0,14,8,1,10,2,1,D,1.1678947368421053,1.336578947368421,F1_laliga,2026-05-22 10:28:50.720668
3251,187,5,20,7,1,5,2,12,7,4,9,1,0,h,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720760
3252,187,5,7,20,0,2,5,8,4,8,17,2,0,D,1.644736842105263,1.1352631578947368,F1_laliga,2026-05-22 10:28:50.720801
3253,188,5,20,14,1,1,1,11,3,5,11,2,1,h,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720870
3254,188,5,14,20,0,1,1,17,4,1,10,1,0,D,1.5994736842105264,1.414736842105263,F1_laliga,2026-05-22 10:28:50.720885
3255,189,5,20,8,1,1,1,14,5,5,17,3,0,d,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.720944
3256,189,5,8,20,0,1,1,10,7,5,6,1,0,D,1.4507894736842106,1.4205263157894736,F1_laliga,2026-05-22 10:28:50.720957
3257,190,5,20,12,1,0,0,15,5,3,12,4,0,h,2.0476315789473687,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.721014
3258,190,5,12,20,0,0,0,7,2,3,17,5,0,D,1.041842105263158,1.5213157894736842,F1_laliga,2026-05-22 10:28:50.721028
